"ID","guid","post_type","post_title","blog_number"
200167998,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200167998","page","Helpful Links",9
2001981125,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2001981125","page","Helpful Resources",9
2001981126,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2001981126","page","Patient Forms",9
2002151812,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2002151812","page","How can we assist you?",9
2002151813,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2002151813","page","Dermatology",9
2002151814,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2002151814","page","Geriatrics-IM",9
2002151817,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2002151817","page","Neuromusculoskeletal Medicine",9
2002151818,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2002151818","page","NMM Plus One",9
2002151819,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2002151819","page","Palliative Medicine",9
2002322866,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2002322866","page","Academic Programs",9
2002322873,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2002322873","page","Geriatrics",9
2006571806,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006571806","page"," Augment your current teaching skills!",9
2006591955,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006591955","page","About Us",9
2006741717,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006741717","page","Helpful Links",9
2006761735,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006761735","page","What you need to know about the Match",9
2006761736,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006761736","page"," Success starts right here...right now!",9
2006762656,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006762656","page"," Frequently visited websites...",9
2006762670,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006762670","page","It's a complex and involved process...",9
2006762712,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006762712","page","Residency counseling? Clinical rotations? Help with ERAS?",9
2006762788,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006762788","page","Four easy steps to success...just follow our plan!",9
2006762792,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006762792","page","Help! Where do I start with CiM?",9
2006781825,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006781825","page","Beyer College",9
2006781826,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006781826","page","Elko College",9
2006781827,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006781827","page","Everett College",9
2006781828,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006781828","page","Luibel College",9
2006781829,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006781829","page","Richards College",9
2006781830,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006781830","page","Zachary College",9
2006791833,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006791833","page","Frequently Asked Questions",9
2006791836,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006791836","page","2015 Admissions",9
2006982038,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006982038","page","PreMat FAQs",9
2008553287,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2008553287","page","Student Information Guide",9
2008663498,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2008663498","page","Current Fellows",9
2008663502,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2008663502","page","Fellow Resources",9
200325,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200325","page","Texas OPTI",9
200772,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200772","page","Sleep Medicine",9
200560947,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200560947","page","Resources",9
200560948,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200560948","page","Donations",9
200560957,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=200560957","page","Contact",9
2002731791,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2002731791","page","Site Navigation",9
2002732940,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2002732940","page","Malawi Elective ",9
2003171802,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003171802","page","Site Navigation",9
2003253020,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253020","page","Bay Area Medical Center at Corpus Christi",9
2003253021,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253021","page","Conroe Medical Education Foundation at Conroe",9
2003253022,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253022","page","Driscoll Children's Hospital at Corpus Christi ",9
2003253023,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253023","page","JPS Health Network at Fort Worth",9
2003253024,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253024","page","Methodist Charlton Medical Center at Dallas",9
2003253025,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253025","page","Plaza Medical Center at Fort Worth",9
2003253026,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253026","page","Texas College of Osteopathic Medicine at Fort Worth",9
2003253027,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253027","page","Texas A&M HSC College of Medicine at Bryan",9
2003253028,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253028","page","Texas Tech University Health Sciences Center at Lubbock",9
2003253030,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253030","page","Site Navigation",9
2003253032,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253032","page","Bay Area Internship & Residency Programs",9
2003253034,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253034","page","AOA News + OPTI Updates ",9
2003253035,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253035","page","Resources for Residents",9
2003253036,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253036","page","Fast Facts :: Our Programs",9
2003253041,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253041","page","TTUHSC Lubbock Family Practice Residency Program",9
2003253042,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253042","page","TCOM Stipends & Benefits ",9
2003253043,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253043","page","TCOM Residency & Fellowship Programs ",9
2003253044,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253044","page","Texas A&M HSC Family Medicine Residency",9
2003253045,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253045","page","Application Information for Residents & Fellows",9
2003253048,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253048","page","Plaza Residency & Fellowship Programs",9
2003253050,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253050","page","Methodist Charlton Family Medicine Residency ",9
2003253052,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253052","page","JPS Internship & Residency Programs ",9
2003253055,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253055","page","Driscoll Pediatric Residency Program ",9
2003253057,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253057","page","Conroe Medical Education Family Medicine Program",9
2003253062,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253062","page","Conroe Medical Education Family Medicine Program",9
2003253443,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253443","page","Driscoll Pediatric Residency Program",9
2003253772,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2003253772","page"," Weatherford Regional Medical Center",9
2005603153,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2005603153","page","Forms",9
2006811887,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2006811887","page","Developmental Information",9
2007722929,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2007722929","page","Sleep Research Lab",9
2007723077,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2007723077","page","Research Opportunities",9
2007723080,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2007723080","page","Research Participants",9
200679000,"https://qa.unthsc.edu//texas-college-of-osteopathic-medicine/?page_id=200679000","page","TEXAS COLLEGE OF OSTEOPATHIC MEDICINE Download Pages",9
2002322882,"https://qa.unthsc.edu/texas-college-of-osteopathic-medicine/?page_id=2002322882","page","Site Navigation",9
